date,corridor,indicator,indicator_label,scenario,direction,strength,speed,split,rate,params,facts
2025-05-16 13:00:00,KZT,momentum,"momentum(n=4,rearm=18)",BUY_NOW,down,0.5,fast,4,0.15805,"{""n"": 4, ""rearm"": 18, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.1729}","{""streak"": 4.0, ""drop_pct"": -0.737949442612662}"
2025-05-16 13:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.15805,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 1.6398713826366593, ""min_rate"": 0.1555, ""days_since_min"": 56.0, ""window"": 1080.0}"
2025-05-20 13:00:00,KZT,level,"level(pct=0.2,rearm=45,stall_days=0,window=1080)",BUY_NOW,down,0.7037037037037037,medium,4,0.158875,"{""window"": 1080, ""pct"": 0.2, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 27, ""_score"": 1.1236}","{""pct_rank"": 0.05925925925925926, ""window"": 1080.0, ""days_since_min"": 74.0}"
2025-05-21 12:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.1597,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 2.700964630225089, ""min_rate"": 0.1555, ""days_since_min"": 83.0, ""window"": 1080.0}"
2025-05-23 12:00:00,KZT,momentum,"momentum(n=4,rearm=18)",BUY_NOW,down,0.5,fast,4,0.15795,"{""n"": 4, ""rearm"": 18, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.1729}","{""streak"": 4.0, ""drop_pct"": -0.9717868338557922}"
2025-05-27 12:00:00,KZT,level,"level(pct=0.2,rearm=45,stall_days=0,window=1080)",BUY_NOW,down,0.6805555555555556,medium,4,0.1585,"{""window"": 1080, ""pct"": 0.2, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 27, ""_score"": 1.1236}","{""pct_rank"": 0.06388888888888888, ""window"": 1080.0, ""days_since_min"": 119.0}"
2025-06-03 17:00:00,KZT,momentum,"momentum(n=2,rearm=27)",BUY_NOW,down,0.5,fast,5,0.156825,"{""n"": 2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.2148}","{""streak"": 2.0, ""drop_pct"": -0.4285714285714337}"
2025-06-04 15:00:00,KZT,reversal,"reversal(max_days_since_min=180,rearm=45,rise_bps=80,window=540)",WINDOW_CLOSING,up,1.0,slow,5,0.1583999999999999,"{""window"": 540, ""rise_bps"": 80, ""max_days_since_min"": 180, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 23, ""_score"": 0.8912}","{""rise_pct"": 1.8649517684886874, ""min_rate"": 0.1555, ""days_since_min"": 176.0, ""window"": 540.0}"
2025-06-05 12:00:00,KZT,level,"level(pct=0.3,rearm=45,stall_days=0,window=2250)",BUY_NOW,down,0.7303703703703703,medium,5,0.15945,"{""window"": 2250, ""pct"": 0.3, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 44, ""_score"": 1.6764}","{""pct_rank"": 0.08088888888888889, ""window"": 2250.0, ""days_since_min"": 181.0}"
2025-06-09 15:00:00,KZT,momentum,"momentum(n=2,rearm=27)",BUY_NOW,down,0.5,fast,5,0.160025,"{""n"": 2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.2148}","{""streak"": 2.0, ""drop_pct"": -0.9746287128712838}"
2025-06-13 13:00:00,KZT,level,"level(pct=0.3,rearm=45,stall_days=0,window=2250)",BUY_NOW,down,0.6,medium,5,0.16,"{""window"": 2250, ""pct"": 0.3, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 44, ""_score"": 1.6764}","{""pct_rank"": 0.12, ""window"": 2250.0, ""days_since_min"": 226.0}"
2025-06-13 17:00:00,KZT,momentum,"momentum(n=2,rearm=27)",BUY_NOW,down,0.75,fast,5,0.160025,"{""n"": 2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.2148}","{""streak"": 3.0, ""drop_pct"": -0.851920693928121}"
2025-06-19 11:00:00,KZT,momentum,"momentum(n=2,rearm=27)",BUY_NOW,down,0.5,fast,5,0.15835,"{""n"": 2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.2148}","{""streak"": 2.0, ""drop_pct"": -1.0312500000000058}"
2025-06-20 14:00:00,KZT,level,"level(pct=0.3,rearm=45,stall_days=0,window=2250)",BUY_NOW,down,0.794074074074074,medium,5,0.1586,"{""window"": 2250, ""pct"": 0.3, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 44, ""_score"": 1.6764}","{""pct_rank"": 0.06177777777777778, ""window"": 2250.0, ""days_since_min"": 271.0}"
